
HR,Name,HD,ADS,VarID,RAJ2000,DEJ2000,Vmag,B-V,SpType,NoteFlag
8600,   Sig1Gru,214085,     ,         ,22 36 29.3,-40 34 58, 6.28, 0.12,  A3Vn              ,
8601,          ,214122,     ,         ,22 36 35.4,-31 39 50, 5.82, 1.09,  K1III             ,
8602,   Sig2Gru,214150,     ,         ,22 36 58.8,-40 35 28, 5.86, 0.06,  A1V               ,*
8603,  8    Lac,214168,16095,14242    ,22 35 52.3,+39 38 03, 5.73,-0.15,  B2Ve              ,*
8604,          ,214200,     ,         ,22 36 07.9,+35 34 38, 6.10, 1.00,  K0                ,*
8605,          ,214203,     ,         ,22 36 36.4,+11 41 49, 6.40, 0.00,  A1III             ,
8606,          ,214240,     ,         ,22 35 53.4,+50 04 16, 6.29,-0.05,  B3V               ,*
8607,          ,214279,     ,         ,22 35 51.8,+56 04 12, 6.38, 0.12,  A3V               ,
8608,          ,214298,     ,         ,22 37 04.7,+12 34 38, 6.30,     ,  K5                ,
8609,          ,214313,     ,         ,22 36 48.7,+35 39 09, 6.30, 1.37,  K5                ,
8610, 63Kap Aqr,214376,     ,         ,22 37 45.4,-04 13 41, 5.03, 1.14,  K2III             ,*
8611,          ,214441,     ,CC Gru   ,22 39 08.4,-52 41 32, 6.65, 0.35,  F1III             ,*
8612,          ,214448,16130,14255    ,22 38 22.2,-07 53 52, 6.23, 0.78,  G0III+F0V         ,*
8613,  9    Lac,214454,     ,         ,22 37 22.4,+51 32 43, 4.63, 0.24,  A8IV              ,
8614,          ,214462,     ,         ,22 38 44.7,-28 44 52, 6.47, 1.04,  K1III             ,
8615, 31    Cep,214470,     ,         ,22 35 46.1,+73 38 35, 5.08, 0.39,  F3III-IV          ,*
8616,          ,214484,     ,         ,22 38 51.5,-33 04 53, 5.66, 0.05,  A2Vp              ,
8617,          ,214558,     ,         ,22 38 17.5,+45 10 59, 6.40,     ,  G2III+A4V         ,*
8618, 40    Peg,214567,     ,         ,22 38 52.6,+19 31 20, 5.82, 0.92,  G8II              ,
8619,          ,214599,16149,         ,22 39 44.0,-28 19 31, 6.31, 1.01,  K0IV              ,*
8620,          ,214632,     ,         ,22 40 48.9,-57 25 20, 5.97, 1.46,  K4III             ,
8621,          ,214665,16140,14260    ,22 38 37.9,+56 47 45, 5.21, 1.58,  M4+III            ,*
8622, 10    Lac,214680,16148,         ,22 39 15.7,+39 03 01, 4.88,-0.20,  O9V               ,*
8623,          ,214690,     ,14266    ,22 40 22.3,-30 39 32, 5.87, 1.30,  K3III             ,
8624, 41    Peg,214698,     ,         ,22 39 47.0,+19 40 52, 6.21, 0.00,  A2V               ,
8625,          ,214710,     ,         ,22 37 13.0,+75 22 18, 5.79, 1.57,  M1IIIab           ,
8626,          ,214714,16154,         ,22 39 34.3,+37 35 34, 6.03, 0.86,  G3Ib-IICN-1CH2Fe-1,*
8627, 30    Cep,214734,     ,         ,22 38 39.0,+63 35 04, 5.19, 0.06,  A3IV              ,
8628, 18Eps PsA,214748,     ,14270    ,22 40 39.4,-27 02 37, 4.17,-0.11,  B8V               ,
8629,          ,214810,     ,         ,22 40 48.0,-03 33 15, 6.31, 0.52,  F6V               ,*
8630,   Bet Oct,214846,     ,         ,22 46 03.3,-81 22 54, 4.15, 0.20,  A9IV-V            ,
8631,          ,214850,16173,         ,22 40 52.7,+14 32 58, 5.71, 0.72,  G4V               ,*
8632, 11    Lac,214868,     ,         ,22 40 30.9,+44 16 35, 4.46, 1.33,  K2+III-IIIb       ,*
8633,          ,214878,     ,         ,22 40 18.4,+53 50 46, 5.93, 0.93,  K0III             ,
8634, 42Zet Peg,214923,16182,         ,22 41 27.7,+10 49 53, 3.40,-0.09,  B8V               ,*
8635,          ,214953,     ,14277    ,22 42 36.9,-47 12 38, 5.98, 0.58,  G0V               ,*
8636,   Bet Gru,214952,     ,Bet Gru  ,22 42 40.1,-46 53 05, 2.10, 1.60,  M5III             ,*
8637, 19    PsA,214966,     ,         ,22 42 22.1,-29 21 39, 6.17, 1.54,  M5III             ,
8638,          ,214979,     ,         ,22 41 31.4,+30 57 57, 6.34,     ,  K5                ,
8639,          ,214987,     ,14278    ,22 42 43.1,-44 14 52, 6.07, 0.98,  K0III             ,*
8640, 12    Lac,214993,     ,DD Lac   ,22 41 28.6,+40 13 32, 5.25,-0.14,  B2III             ,*
8641, 43Omi Peg,214994,     ,         ,22 41 45.4,+29 18 27, 4.79,-0.01,  A1IV              ,*
8642,          ,214995,     ,         ,22 41 57.4,+14 30 59, 5.90, 1.11, gK0                ,
8643,          ,215030,     ,         ,22 41 36.1,+41 32 58, 5.94,     ,  G9III             ,
8644,   Rho Gru,215104,     ,         ,22 43 30.0,-41 24 52, 4.85, 1.03,  K0III             ,*
8645,          ,215114,16208,         ,22 43 03.5,-08 18 42, 6.45, 0.17,  A5V               ,*
8646,          ,215121,     ,         ,22 44 16.5,-60 29 58, 6.30, 0.56,  F3V               ,
8647, 67    Aqr,215143,     ,         ,22 43 14.3,-06 57 46, 6.41,-0.04,  A0Vn              ,
8648,          ,215159,     ,         ,22 42 20.8,+53 54 32, 6.12, 1.62,  K2                ,
8649, 66    Aqr,215167,     ,14291    ,22 43 35.3,-18 49 49, 4.69, 1.37,  K4III             ,*
8650, 44Eta Peg,215182,16211,14285    ,22 43 00.1,+30 13 17, 2.94, 0.86,  G2II-III+F0V      ,*
8651,          ,215191,     ,         ,22 42 55.5,+37 48 10, 6.43,-0.09,  B1V               ,*
8652,          ,215242,16214,14290    ,22 43 04.5,+47 10 07, 6.39, 0.47,  A1V+G:            ,*
8653,          ,215243,     ,         ,22 43 42.7,+10 56 21, 6.51, 0.46,  G8IV              ,*
8654,          ,215359,16228,         ,22 44 05.2,+39 27 56, 5.95, 1.48,  K5III+K2III       ,*
8655,   Eta Gru,215369,     ,         ,22 45 37.9,-53 30 01, 4.85, 1.18,  K2IIICNIV         ,
8656, 13    Lac,215373,16227,         ,22 44 05.5,+41 49 09, 5.08, 0.96,  K0III             ,*
8657,          ,215405,     ,         ,22 45 40.7,-46 32 51, 5.51, 1.32,  K2III             ,
8658,          ,215456,     ,         ,22 46 08.0,-48 58 44, 6.62, 0.63,  F9V               ,
8659,          ,215504,     ,         ,22 46 28.3,-49 41 09, 6.48, 1.14,  K1III             ,
8660, 45    Peg,215510,     ,         ,22 45 28.2,+19 22 00, 6.25, 1.05, gG6                ,
8661,          ,215518,     ,         ,22 44 49.2,+52 31 02, 6.55,     ,  K2                ,
8662,          ,215545,     ,         ,22 46 43.7,-46 56 22, 6.56, 0.30,  A9IIIm:           ,*
8663,   Xi  Oct,215573,     ,         ,22 50 22.9,-80 07 27, 5.35,-0.15,  B6IV              ,
8664,          ,215631,     ,         ,22 49 40.9,-77 03 02, 6.73, 0.11,  A4V               ,
8665, 46Xi  Peg,215648,16261,         ,22 46 41.6,+12 10 22, 4.19, 0.50,  F6III-IV          ,*
8666,          ,215664,     ,14311    ,22 46 10.2,+44 32 46, 5.76, 0.36,  F0III-IV          ,*
8667, 47Lam Peg,215665,     ,         ,22 46 31.9,+23 33 56, 3.95, 1.07,  G8IIIa*           ,*
8668,          ,215669,     ,         ,22 47 19.1,-34 09 40, 6.28, 1.16,  K1III             ,
8669,          ,215682,     ,         ,22 48 21.4,-61 41 03, 6.37, 1.06,  K0III             ,
8670, 68    Aqr,215721,     ,         ,22 47 33.1,-19 36 48, 5.26, 0.94,  G7III             ,
8671,          ,215724,     ,         ,22 47 47.1,-38 13 19, 6.71, 0.48,  F4IV              ,
8672,          ,215729,     ,         ,22 49 17.4,-70 20 52, 6.34, 0.07,  A2V               ,
8673, 69Tau1Aqr,215766,16268,         ,22 47 42.8,-14 03 23, 5.66,-0.05,  A0V               ,*
8674,          ,215782,     ,         ,22 47 56.2,-25 54 43, 6.30, 0.91,  G5III             ,
8675,   Eps Gru,215789,     ,14320    ,22 48 33.3,-51 19 01, 3.49, 0.08,  A3V               ,
8676, 70    Aqr,215874,     ,FM Aqr   ,22 48 30.2,-10 33 20, 6.19, 0.28,  A9III-IV          ,*
8677,          ,215907,     ,         ,22 47 23.2,+58 28 58, 6.36,-0.04,  B9.5IV            ,
8678,          ,215943,     ,14321    ,22 48 10.9,+37 25 00, 5.90, 1.03, gG8                ,
8679, 71Tau2Aqr,216032,     ,14329    ,22 49 35.5,-13 35 33, 4.01, 1.57,  M0III             ,*
8680,          ,216042,     ,         ,22 49 59.1,-32 48 19, 6.33, 0.31,  F0V+F3V           ,*
8681,          ,216048,     ,         ,22 49 32.3,+10 28 44, 6.54, 0.29,  F0IV-V            ,
8682,          ,216057,     ,         ,22 48 47.8,+54 24 54, 6.12,-0.07,  B5Vne             ,*
8683,          ,216102,     ,         ,22 48 44.2,+62 56 18, 6.06, 1.20,  K0                ,
8684, 48Mu  Peg,216131,     ,         ,22 50 00.2,+24 36 06, 3.48, 0.93,  G8+III            ,
8685,          ,216149,     ,         ,22 51 02.2,-39 09 25, 5.42, 1.43,  M0III             ,
8686,          ,216169,     ,         ,22 51 44.9,-59 52 53, 6.46, 1.13,  K1IIICNII         ,
8687,          ,216172,16291,         ,22 49 00.7,+68 34 13, 6.19,     ,  F5V               ,*
8688,          ,216174,     ,         ,22 49 46.2,+55 54 10, 5.43, 1.17,  K1III             ,
8689,          ,216187,     ,         ,22 52 09.9,-63 11 19, 6.12, 1.03,  K0III             ,
8690, 14    Lac,216200,     ,V360 Lac ,22 50 21.8,+41 57 13, 5.92, 0.08,  B3IV:             ,*
8691,          ,216201,     ,         ,22 50 39.1,+19 08 27, 6.40,     ,  K0                ,
8692,          ,216206,     ,         ,22 50 10.2,+50 40 37, 6.21, 1.14,  G4Ib              ,
8693, 21    PsA,216210,     ,         ,22 51 20.9,-29 32 10, 5.97, 0.91,  G8/K0III          ,
8694, 32Iot Cep,216228,     ,         ,22 49 40.8,+66 12 02, 3.52, 1.05,  K0-III            ,*
8745,          ,217348,     ,         ,22 59 09.0,+59 48 53, 6.43, 0.03,  B9III             ,
8695, 22Gam PsA,216336,     ,14338    ,22 52 31.6,-32 52 32, 4.46,-0.04,  A0III*            ,*
8696,          ,216380,16317,         ,22 51 22.8,+61 41 49, 5.60, 0.78,  G8III-IV+G2IV     ,*
8697, 49Sig Peg,216385,     ,         ,22 52 24.1,+09 50 08, 5.16, 0.48,  F7IV              ,*
8698, 73Lam Aqr,216386,     ,Lam Aqr  ,22 52 36.9,-07 34 47, 3.74, 1.64,  M2.5IIIaFe-1      ,*
8699, 15    Lac,216397,16325,         ,22 52 02.0,+43 18 45, 4.94, 1.56,  M0III             ,*
8700,   Tau1Gru,216435,     ,         ,22 53 37.9,-48 35 53, 6.04, 0.62,  G0V               ,*
8701,   Rho Ind,216437,     ,         ,22 54 39.4,-70 04 25, 6.05, 0.66,  G2-3IV            ,
8702,          ,216446,16294,         ,22 47 29.0,+83 09 14, 4.74, 1.26,  K3III             ,
8703,          ,216489,     ,IM Peg   ,22 53 02.3,+16 50 28, 5.64, 1.12,  K1-2II-III        ,*
8704, 74    Aqr,216494,     ,HI Aqr   ,22 53 28.7,-11 37 00, 5.80,-0.08,  B9III             ,*
8705,          ,216523,     ,         ,22 52 52.3,+50 24 43, 6.46,-0.04,  B8V               ,
8706,          ,216538,     ,14346    ,22 53 11.3,+40 10 02, 6.34,-0.08,  B7III-IV          ,
8707,          ,216595,     ,         ,22 53 03.8,+60 06 04, 6.01, 1.75,sgK2                ,
8708,          ,216608,16345,         ,22 53 40.1,+44 44 57, 5.81, 0.26,  A3Vm+F6V          ,*
8709, 76Del Aqr,216627,     ,14356    ,22 54 39.0,-15 49 15, 3.27, 0.05,  A3V               ,*
8710, 78    Aqr,216637,     ,         ,22 54 34.1,-07 12 17, 6.19, 1.28,  K3III             ,
8711, 77    Aqr,216640,     ,14358    ,22 54 45.5,-16 16 19, 5.56, 1.14,  K2.5IIIb          ,
8712,          ,216646,     ,         ,22 54 07.0,+40 22 37, 5.81, 1.13,  K0III             ,*
8713,          ,216666,     ,         ,22 55 14.9,-36 23 19, 6.40, 1.31,  K2III             ,
8714,          ,216672,     ,HR Peg   ,22 54 35.7,+16 56 30, 6.12, 1.77,  S4+/1+            ,*
8715,  1    Psc,216701,     ,         ,22 54 59.5,+01 03 53, 6.11, 0.20,  A7III             ,
8716,          ,216718,16365,14360    ,22 55 11.0,-04 59 16, 5.72, 0.88,  K0III-IV          ,*
8717, 50Rho Peg,216735,     ,         ,22 55 13.7,+08 48 57, 4.90, 0.00,  A1V               ,
8718,          ,216756,     ,         ,22 55 02.6,+37 04 37, 5.91, 0.42,  F5II              ,
8719,          ,216761,     ,         ,22 55 51.4,-31 37 59, 6.10, 1.36,  K3III             ,
8720, 23Del PsA,216763,     ,         ,22 55 56.9,-32 32 23, 4.21, 0.97,  G8III             ,*
8721,          ,216803,     ,TW PsA   ,22 56 24.0,-31 33 56, 6.48, 1.10,  K4V               ,*
8722,   Tau3Gru,216823,     ,         ,22 56 47.8,-47 58 09, 5.70, 0.22,  Am                ,
8723,          ,216831,16376,         ,22 55 44.5,+36 21 06, 5.74,-0.05,  B7III             ,*
8724,          ,216900,16389,         ,22 56 51.5,+11 50 54, 6.51, 0.18,  A3V s             ,
8725, 16    Lac,216916,16381,EN Lac   ,22 56 23.6,+41 36 14, 5.59,-0.14,  B2IV              ,*
8726,          ,216946,     ,14368    ,22 56 26.0,+49 44 01, 4.95, 1.78,  K5Ib              ,*
8727,          ,216953,     ,         ,22 57 17.2,-04 48 36, 6.31, 0.94,  G9III             ,
8728, 24Alp PsA,216956,     ,14372    ,22 57 39.1,-29 37 20, 1.16, 0.09,  A3V               ,*
8729, 51    Peg,217014,     ,14374    ,22 57 27.9,+20 46 08, 5.49, 0.67,  G2.5IVa           ,*
8730,          ,217019,     ,         ,22 57 32.8,+03 48 37, 6.28, 1.12,  K1III             ,
8731,          ,217050,     ,EW Lac   ,22 57 04.5,+48 41 03, 5.43,-0.09,  B4IIIep           ,*
8732,          ,217096,     ,         ,22 58 35.0,-35 31 23, 6.13, 0.58,  F8III-IV          ,*
8733,          ,217101,     ,         ,22 57 40.7,+39 18 32, 6.18,-0.15,  B2IV-V            ,*
8734,          ,217107,     ,         ,22 58 15.5,-02 23 43, 6.16, 0.74,  G8IV              ,*
8735,          ,217131,     ,         ,22 58 23.7,-01 24 37, 6.37, 0.35,  F0-2V             ,*
8736,          ,217157,     ,         ,22 51 02.2,+85 22 25, 5.90, 1.32,  K5                ,
8737,          ,217166,16417,14379    ,22 58 35.1,+09 21 25, 6.43, 0.64,  G2V+G4V           ,*
8738,          ,217186,     ,         ,22 58 42.6,+07 20 23, 6.33, 0.06,  A1V               ,
8739, 52    Peg,217232,16428,         ,22 59 11.8,+11 43 44, 5.75, 0.32,  A8V+F6V           ,*
8740,          ,217236,     ,14380    ,22 59 35.8,-29 27 44, 5.51, 0.25,  A5n               ,*
8741,          ,217251,     ,         ,22 59 35.7,-13 04 15, 6.07, 1.45,  K5III             ,
8742,  2    Psc,217264,16431,         ,22 59 27.4,+00 57 46, 5.43, 0.98, gK1                ,
8743,          ,217303,     ,         ,23 00 05.8,-25 09 51, 5.65, 1.25, gK0                ,
8744,          ,217314,     ,         ,22 59 10.3,+52 39 16, 6.29, 1.42,  K2                ,
8746,          ,217358,     ,         ,23 00 24.6,-25 37 36, 6.29, 1.13,  K1III             ,
8747,   Zet Gru,217364,     ,         ,23 00 52.8,-52 45 15, 4.12, 0.98,  G8-K0III          ,
8748,          ,217382,     ,         ,22 54 24.8,+84 20 46, 4.71, 1.43,  K4III             ,*
8749,          ,217403,     ,         ,23 01 07.5,-50 57 00, 5.68, 1.42,  K3III             ,
8750,  3    Psc,217428,     ,Var?     ,23 00 37.9,+00 11 09, 6.21, 0.89,  G4III             ,*
8751,          ,217459,     ,         ,23 00 42.9,+03 00 42, 5.83, 1.34,  K4III             ,*
8752,          ,217476,     ,V509 Cas ,23 00 05.1,+56 56 43, 5.00, 1.42,  G40               ,*
8753,          ,217477,16443,         ,23 00 42.5,+31 04 59, 6.60,-0.04,  B9IIIpMn          ,*
8754,          ,217484,     ,         ,23 01 19.4,-28 51 13, 5.55, 1.35,  K3III             ,
8755,          ,217491,     ,         ,23 00 34.4,+45 22 30, 6.50,     ,  A3V               ,
8756,          ,217498,     ,         ,23 01 23.0,-22 47 27, 6.28, 0.13,  A5V               ,
8757, 81    Aqr,217531,     ,         ,23 01 23.6,-07 03 40, 6.21, 1.41,  K5III             ,
8758,          ,217543,     ,14386    ,23 00 54.7,+38 42 29, 6.54,-0.11,  B3Vpe             ,*
8759,          ,217563,     ,         ,23 01 31.7,-04 42 41, 5.94, 1.00,  K0                ,*
8760,          ,217642,     ,         ,23 02 34.0,-36 25 15, 6.47, 0.94,  K1III             ,*
8761,          ,217673,     ,         ,23 01 30.7,+57 06 20, 6.20, 1.50,  K1.5II            ,
8762,  1Omi And,217675,     ,Omi And  ,23 01 55.3,+42 19 34, 3.62,-0.09,  B6IIIpe+A2p       ,*
8763, 82    Aqr,217701,     ,         ,23 02 32.6,-06 34 27, 6.15, 1.58,  M2III             ,*
8764,          ,217703,     ,         ,23 02 44.3,-20 52 14, 5.97, 0.94,  K0III-IV          ,
8765,          ,217754,     ,         ,23 02 33.1,+31 46 50, 6.57, 0.35,  F2IV              ,
8766,  2    And,217782,16467,14396    ,23 02 36.3,+42 45 28, 5.10, 0.09,  A3Vn              ,*
8767,   Pi  PsA,217792,     ,Pi  PsA  ,23 03 29.8,-34 44 58, 5.11, 0.29,  F0V+F3V           ,*
8768,          ,217811,16472,LN And   ,23 02 45.2,+44 03 32, 6.39, 0.00,  B2V               ,*
8769,          ,217831,     ,         ,23 04 52.2,-68 49 13, 5.52, 0.36,  F4III             ,
8770,          ,217833,16474,V638 Cas ,23 02 43.8,+55 14 11, 6.50,-0.08,  B9IIIHe wk        ,*
8771,          ,217842,     ,         ,23 03 59.5,-41 28 42, 5.79, 1.08,  K0III             ,
8772,          ,217877,     ,         ,23 03 57.3,-04 47 43, 6.68, 0.58,  F8V               ,*
8773,  4Bet Psc,217891,     ,14410    ,23 03 52.6,+03 49 12, 4.53,-0.12,  B6Ve              ,*
8774,   Kap Gru,217902,     ,         ,23 04 39.6,-53 57 54, 5.37, 1.45,  K5III             ,*
8775, 53Bet Peg,217906,16483,Bet Peg  ,23 03 46.5,+28 04 58, 2.42, 1.67,  M2.5II-III        ,*
8776,          ,217926,     ,         ,23 04 01.0,+06 37 00, 6.41, 0.39,  F2V               ,
8777,          ,217943,16481,         ,23 03 23.7,+60 26 43, 6.74,-0.02,  B2V               ,*
8778,          ,217944,     ,         ,23 03 21.6,+58 33 53, 6.43, 0.90,  G8IV              ,
8779,          ,218029,     ,         ,23 03 32.9,+67 12 33, 5.24, 1.26,  K3III             ,
8780,  3    And,218031,     ,         ,23 04 11.0,+50 03 08, 4.65, 1.06,  K0IIIbFe-0.5      ,
8781, 54Alp Peg,218045,     ,14417    ,23 04 45.7,+15 12 19, 2.49,-0.04,  B9V               ,*
8782, 83    Aqr,218060,16497,         ,23 05 09.8,-07 41 37, 5.43, 0.30,  F2IV+F0V          ,*
8783,          ,218061,     ,         ,23 05 12.8,-17 04 45, 6.14, 1.37,  K0                ,
8784,          ,218101,     ,         ,23 05 06.3,+16 33 47, 6.44, 0.83,  G8IV              ,
8785,          ,218103,     ,         ,23 05 17.6,+01 18 25, 6.39, 0.94,  G9III             ,
8786,          ,218108,     ,         ,23 08 23.7,-79 28 51, 6.12, 0.14,  A3-4V             ,
8787,   The Gru,218227,     ,         ,23 06 52.8,-43 31 14, 4.28, 0.42,  F5mDel Del        ,*
8788,          ,218235,     ,         ,23 06 18.2,+18 31 03, 6.13, 0.44,  F6V s             ,*
8789, 86    Aqr,218240,16511,         ,23 06 40.9,-23 44 35, 4.47, 0.90,  G9III             ,*
8790,   Ups Gru,218242,     ,         ,23 06 53.6,-38 53 32, 5.61, 0.01,  A1V               ,
8791,          ,218255,     ,         ,23 07 09.5,-49 36 24, 6.33, 1.45,  K4III             ,
8792,          ,218261,     ,         ,23 06 31.9,+19 54 39, 6.30, 0.49,  F7V               ,*
8793,          ,218269,     ,         ,23 07 14.7,-50 41 11, 5.83, 0.48,  F6-7IV-V          ,*
8794,          ,218288,     ,         ,23 08 35.7,-73 35 11, 6.15, 1.42,  K3III             ,*
8795, 55    Peg,218329,     ,14428    ,23 07 00.3,+09 24 34, 4.52, 1.57,  M1IIIab           ,
8847,          ,219531,     ,         ,23 16 49.8,-41 11 40, 6.47, 1.08,  K0III             ,
8796, 56    Peg,218356,     ,14429    ,23 07 06.8,+25 28 06, 4.76, 1.34,  G8Ib              ,*
8797,  1    Cas,218376,     ,         ,23 06 36.9,+59 25 11, 4.85,-0.03,  B0.5IV            ,*
8798,          ,218395,16519,14430    ,23 07 27.7,+32 49 33, 6.02, 0.12,  A4Vn              ,*
8799,          ,218396,     ,Var      ,23 07 28.7,+21 08 03, 5.99, 0.26,  A5V               ,*
8800,          ,218407,     ,         ,23 07 18.1,+46 04 05, 6.66,-0.05,  B2V               ,*
8801,          ,218416,     ,         ,23 07 10.1,+52 48 59, 6.11, 1.05,  K0III             ,
8802,          ,218434,     ,         ,23 08 21.0,-28 49 24, 5.60, 0.88,  G9III             ,
8803,          ,218440,     ,         ,23 07 10.4,+59 43 39, 6.40,-0.01,  B2V               ,*
8804,  4    And,218452,16526,         ,23 07 39.3,+46 23 14, 5.33, 1.41,  K5III             ,*
8805,  5    And,218470,     ,         ,23 07 45.4,+49 17 45, 5.70, 0.44,  F5V               ,
8806,          ,218525,     ,         ,23 08 12.3,+44 33 42, 6.56, 0.17,  A2IV              ,
8807,  5    Psc,218527,     ,         ,23 08 40.9,+02 07 40, 5.40, 0.91,  G8III-IV          ,
8808,          ,218537,16530,         ,23 07 47.7,+63 38 00, 6.26,-0.02,  B3V               ,*
8809,          ,218558,     ,         ,23 10 11.7,-66 51 27, 6.47, 0.95,  K0III             ,
8810,          ,218559,     ,         ,23 12 12.0,-80 54 46, 6.41, 1.50,  K4III             ,
